"V1"	"V2"	"V3"	"V4"
"vimss"	" 3474241"	""	"   16271"	""
"vimss"	" 3474242"	""	"   16272"	""
"vimss"	" 3474244"	""	"   16274"	""
"vimss"	" 3474246"	"mannose-6-phosphate NIST"	"   16276"	"mannose-6-phosphate NIST"
"vimss"	" 3474247"	""	"   16277"	""
"vimss"	" 3474248"	"glyceric acid , mannose-6-phosphate NIST"	"   16278"	"mannose-6-phosphate NIST"
"vimss"	" 3474250"	""	"   16279"	""
"vimss"	" 3474251"	""	"   16280"	""
"vimss"	" 3474252"	""	"   16281"	""
"vimss"	" 3474253"	""	"   16282"	""
"vimss"	" 3474254"	""	"   16283"	""
"vimss"	" 3474255"	""	"   16284"	""
"vimss"	" 3474256"	""	"   16285"	""
"vimss"	" 3474257"	""	"   16286"	""
"vimss"	" 3474258"	""	"   16287"	""
"vimss"	" 3474259"	""	"   16288"	""
"vimss"	" 3474260"	""	"   16289"	""
"vimss"	" 3474261"	""	"   16290"	""
"vimss"	" 3474262"	""	"   16291"	""
"vimss"	" 3474263"	""	"   16292"	""
"vimss"	" 3474264"	""	"   16293"	""
"vimss"	" 3474265"	""	"   16294"	""
"vimss"	" 3474266"	""	"   16295"	""
"vimss"	" 3474268"	""	"   16296"	""
"vimss"	" 3474269"	""	"   16297"	""
"vimss"	" 3474273"	""	"   16301"	""
"vimss"	" 3474274"	""	"   16302"	""
"vimss"	" 3474275"	""	"   16303"	""
"vimss"	" 3474276"	""	"   16304"	""
"vimss"	" 3474277"	""	"   16305"	""
"vimss"	" 3474278"	""	"   16306"	""
"vimss"	" 3474279"	""	"   16307"	""
"vimss"	" 3474280"	""	"   16308"	""
"vimss"	" 3474281"	"phosphoric acid"	"   16309"	"phosphoric acid"
"vimss"	" 3474282"	""	"   16310"	""
"vimss"	" 3474283"	""	"   16311"	""
"vimss"	" 3474284"	""	"   16312"	""
"vimss"	" 3474285"	""	"   16313"	""
"vimss"	" 3474286"	""	"   16314"	""
"vimss"	" 3474287"	""	"   16315"	""
"vimss"	" 3474288"	""	"   16316"	""
"vimss"	" 3474289"	""	"   16317"	""
"vimss"	" 3474291"	"malic acid , malic acid"	"   16318"	"malic acid , malic acid"
"vimss"	" 3474292"	""	"   16319"	""
"vimss"	" 3474293"	"succinic acid"	"   16320"	"succinic acid"
"vimss"	" 3474294"	""	"   16321"	""
"vimss"	" 3474295"	""	"   16322"	""
"vimss"	" 3474296"	""	"   16323"	""
"vimss"	" 3474299"	""	"   16324"	""
"vimss"	" 3474300"	""	"   16325"	""
"vimss"	" 3474302"	""	"   16326"	""
"vimss"	" 3474303"	""	"   16327"	""
"vimss"	" 3474304"	""	"   16328"	""
"vimss"	" 3474305"	"malic acid , succinic acid"	"   16329"	"succinic acid"
"vimss"	" 3474306"	"malic acid"	"   16330"	"succinic acid"
"vimss"	" 3474307"	""	"   16331"	""
"vimss"	" 3474308"	""	"   16332"	""
"vimss"	" 3474309"	""	"   16333"	""
"vimss"	" 3474310"	""	"   16334"	""
"vimss"	" 3474312"	""	"   16336"	""
"vimss"	" 3474313"	""	"   16337"	""
"vimss"	" 3474314"	""	"   16338"	""
"vimss"	" 3474315"	""	"   16339"	""
"vimss"	" 3474316"	""	"   16340"	""
"vimss"	" 3474317"	""	"   16341"	""
"vimss"	" 3474318"	""	"   16342"	""
"vimss"	" 3474319"	""	"   16343"	""
"vimss"	" 3474320"	""	"   16344"	""
"vimss"	" 3474322"	"ethanolamine"	"   16346"	"ethanolamine"
"vimss"	" 3474323"	""	"   16347"	""
"vimss"	" 3474325"	"glycerol-alpha-phosphate , glycerol-alpha-phosphate"	"   16348"	"glycerol-alpha-phosphate , glycerol-alpha-phosphate"
"vimss"	" 3474326"	"glycerol-alpha-phosphate , glycerol-alpha-phosphate"	"   16349"	"glycerol-alpha-phosphate , glycerol-alpha-phosphate"
"vimss"	" 3474327"	"glycerol-alpha-phosphate , glycerol-alpha-phosphate"	"   16350"	"glycerol-alpha-phosphate"
"vimss"	" 3474329"	""	"   16351"	""
"vimss"	" 3474330"	"phosphoethanolamine"	"   16352"	"phosphoethanolamine"
"vimss"	" 3474331"	""	"   16353"	""
"vimss"	" 3474332"	""	"   16354"	""
"vimss"	" 3474333"	""	"   16355"	""
"vimss"	" 3474335"	""	"   16356"	""
"vimss"	" 3474338"	"adenosine-5-monophosphate"	"   16358"	"adenosine-5-monophosphate"
"vimss"	" 3474339"	""	"   16359"	""
"vimss"	" 3474340"	"alanine"	"   16360"	"alanine"
"vimss"	" 3474341"	"glycerol"	"   16361"	""
"vimss"	" 3474342"	"phosphoric acid , phenylpyruvic acid"	"   16362"	""
"vimss"	" 3474343"	"glucose-6-phosphate 1"	"   16363"	"glucose-6-phosphate 1"
"vimss"	" 3474344"	""	"   16364"	""
"vimss"	" 3474345"	""	" 1936721"	""
"vimss"	" 3474346"	""	"   16365"	""
"vimss"	" 3474347"	""	"   16366"	""
"vimss"	" 3474348"	"adenosine-5-monophosphate"	"   16367"	"adenosine-5-monophosphate"
"vimss"	" 3474349"	""	"   16368"	""
"vimss"	" 3474350"	""	"   16369"	""
"vimss"	" 3474351"	""	"   16370"	"palmitoleic acid"
"vimss"	" 3474352"	""	"   16371"	""
"vimss"	" 3474353"	""	"   16372"	""
"vimss"	" 3474354"	""	"   16373"	""
"vimss"	" 3474355"	""	"   16374"	""
"vimss"	" 3474356"	""	"   16375"	""
"vimss"	" 3474361"	""	"   16377"	""
"vimss"	" 3474362"	""	"   16378"	""
"vimss"	" 3474363"	""	"   16379"	""
"vimss"	" 3474364"	""	"   16380"	""
"vimss"	" 3474365"	""	"   16381"	""
"vimss"	" 3474366"	""	"   16382"	""
"vimss"	" 3474367"	""	"   16383"	""
"vimss"	" 3474368"	""	"   16384"	""
"vimss"	" 3474369"	""	"   16385"	""
"vimss"	" 3474370"	""	"   16386"	""
"vimss"	" 3474371"	""	"   16387"	""
"vimss"	" 3474372"	""	"   16388"	""
"vimss"	" 3474373"	""	"   16389"	""
"vimss"	" 3474374"	""	"   16390"	""
"vimss"	" 3474375"	""	"   16391"	""
"vimss"	" 3474376"	""	"   16392"	""
"vimss"	" 3474377"	""	"   16393"	""
"vimss"	" 3474378"	""	"   16394"	""
"vimss"	" 3474379"	""	"   16395"	""
"vimss"	" 3474380"	""	"   16396"	""
"vimss"	" 3474381"	"alanine"	"   16397"	"aspartic acid"
"vimss"	" 3474382"	"adenosine-5-monophosphate"	"   16398"	"adenosine-5-monophosphate"
"vimss"	" 3474383"	""	"   16399"	""
"vimss"	" 3474384"	"phosphoric acid , phosphoric acid"	"   16400"	""
"vimss"	" 3474386"	""	"   16402"	""
"vimss"	" 3474388"	""	"   16403"	""
"vimss"	" 3474389"	"phosphoric acid"	"   16404"	"phosphoric acid"
"vimss"	" 3474390"	""	"   16405"	""
"vimss"	" 3474391"	""	"   16406"	""
"vimss"	" 3474392"	"phosphoethanolamine"	"   16407"	""
"vimss"	" 3474393"	""	"   16408"	""
"vimss"	" 3474394"	"glutathione"	"   16409"	""
"vimss"	" 3474395"	""	"   16410"	""
"vimss"	" 3474396"	""	"   16411"	""
"vimss"	" 3474398"	""	"   16413"	"phosphoric acid"
"vimss"	" 3474399"	""	"   16414"	""
"vimss"	" 3474400"	""	"   16415"	""
"vimss"	" 3474401"	""	"   16416"	""
"vimss"	" 3474402"	""	"   16417"	""
"vimss"	" 3474404"	"phenylpyruvic acid"	"   16418"	"phenylpyruvic acid"
"vimss"	" 3474405"	""	"   16419"	""
"vimss"	" 3474406"	""	"   16420"	""
"vimss"	" 3474407"	""	"   16421"	""
"vimss"	" 3474408"	"phosphoric acid , phosphoric acid"	"   16422"	"phosphoric acid , phosphoric acid"
"vimss"	" 3474409"	"phosphoric acid"	"   16423"	"phosphoric acid"
"vimss"	" 3474410"	""	"   16424"	""
"vimss"	" 3474411"	""	"   16425"	""
"vimss"	" 3474412"	"phosphoric acid"	"   16426"	"phosphoric acid"
"vimss"	" 3474413"	""	"   16427"	""
"vimss"	" 3474414"	""	"   16428"	""
"vimss"	" 3474415"	""	"   16429"	""
"vimss"	" 3474416"	""	"   16430"	""
"vimss"	" 3474417"	""	"   16431"	""
"vimss"	" 3474419"	""	"   16432"	""
"vimss"	" 3474420"	""	"   16433"	""
"vimss"	" 3474421"	""	"   16434"	""
"vimss"	" 3474422"	""	"   16435"	""
"vimss"	" 3474423"	"phosphoric acid"	"   16436"	"phosphoric acid"
"vimss"	" 3474424"	""	"   16437"	""
"vimss"	" 3474425"	""	"   16438"	""
"vimss"	" 3474426"	""	"   16439"	""
"vimss"	" 3474427"	""	"   16440"	""
"vimss"	" 3474428"	""	"   16441"	""
"vimss"	" 3474429"	""	"   16442"	""
"vimss"	" 3474430"	""	"   16443"	""
"vimss"	" 3474432"	""	"   16445"	""
"vimss"	" 3474433"	"phosphoric acid"	"   16446"	"phosphoric acid"
"vimss"	" 3474434"	"homoserine"	"   16447"	"homoserine"
"vimss"	" 3474435"	""	"   16448"	""
"vimss"	" 3474436"	""	"   16449"	""
"vimss"	" 3474437"	""	"   16450"	""
"vimss"	" 3474439"	""	"   16452"	""
"vimss"	" 3474441"	""	"   16453"	""
"vimss"	" 3474443"	""	"   16469"	""
"vimss"	" 3474444"	""	"   16470"	""
"vimss"	" 3474445"	""	"   16471"	""
"vimss"	" 3474446"	""	"   16472"	""
"vimss"	" 3474447"	""	"   16473"	""
"vimss"	" 3474448"	""	"   16474"	""
"vimss"	" 3474449"	""	"   16475"	""
"vimss"	" 3474450"	""	"   16476"	""
"vimss"	" 3474451"	""	"   16477"	""
"vimss"	" 3474452"	""	"   16478"	""
"vimss"	" 3474453"	"oxalic acid"	"   16479"	""
"vimss"	" 3474454"	""	"   16480"	""
"vimss"	" 3474455"	""	"   16482"	""
"vimss"	" 3474456"	"glycine"	"   16483"	"glycine"
"vimss"	" 3474457"	""	" 7497359"	""
"vimss"	" 3474458"	"alanine"	"   16484"	"alanine"
"vimss"	" 3474459"	""	"   16485"	""
"vimss"	" 3474460"	""	"   16486"	""
"vimss"	" 3474461"	""	"   16487"	""
"vimss"	" 3474462"	"glyceric acid , mannose-6-phosphate NIST"	"   16488"	"mannose-6-phosphate NIST"
"vimss"	" 3474463"	""	"   16489"	""
"vimss"	" 3474464"	""	"   16490"	""
"vimss"	" 3474465"	""	"   16491"	"mannose-6-phosphate NIST"
"vimss"	" 3474466"	"mannose-6-phosphate NIST"	"   16492"	"mannose-6-phosphate NIST"
"vimss"	" 3474467"	"glucose-6-phosphate 1"	"   16493"	"glucose-6-phosphate 1"
"vimss"	" 3474468"	""	"   16494"	""
"vimss"	" 3474471"	""	"   16497"	""
"vimss"	" 3474472"	""	"   16498"	""
"vimss"	" 3474474"	""	"   16500"	""
"vimss"	" 3474477"	""	"   16501"	""
"vimss"	" 3474478"	""	"   16502"	""
"vimss"	" 3474479"	"adenosine-5-monophosphate"	"   16503"	"adenosine-5-monophosphate"
"vimss"	" 3474485"	""	"   16508"	""
"vimss"	" 3474486"	""	"   16509"	""
"vimss"	" 3474487"	""	" 1936758"	""
"vimss"	" 3474488"	"adenosine-5-monophosphate"	"   16510"	"adenosine-5-monophosphate"
"vimss"	" 3474489"	""	"   16511"	""
"vimss"	" 3474490"	""	"   16512"	""
"vimss"	" 3474491"	"cysteine"	"   16513"	"cysteine"
"vimss"	" 3474492"	"mannose-6-phosphate NIST"	"   16514"	"mannose-6-phosphate NIST"
"vimss"	" 3474493"	""	"   16515"	""
"vimss"	" 3474494"	"mannose-6-phosphate NIST"	"   16516"	"mannose-6-phosphate NIST"
"vimss"	" 3474495"	""	"   16517"	""
"vimss"	" 3474496"	""	"   16518"	""
"vimss"	" 3474497"	""	"   16519"	""
"vimss"	" 3474499"	"cysteine"	"   16520"	"cysteine"
"vimss"	" 3474500"	"phosphoric acid"	"   16521"	"phosphoric acid"
"vimss"	" 3474501"	""	" 1936759"	""
"vimss"	" 3474502"	""	"   16523"	""
"vimss"	" 3474503"	""	"   16524"	""
"vimss"	" 3474504"	""	"   16525"	""
"vimss"	" 3474505"	""	"   16526"	""
"vimss"	" 3474506"	""	"   16527"	""
"vimss"	" 3474507"	"mannose-6-phosphate NIST"	"   16528"	"mannose-6-phosphate NIST"
"vimss"	" 3474508"	""	"   16529"	""
"vimss"	" 3474510"	""	"   16530"	""
"vimss"	" 3474511"	""	"   16531"	""
"vimss"	" 3474512"	""	"   16532"	""
"vimss"	" 3474513"	""	"   16533"	"glycine"
"vimss"	" 3474514"	"alanine"	"   16534"	"alanine"
"vimss"	" 3474515"	""	"   16535"	""
"vimss"	" 3474516"	""	"   16536"	""
"vimss"	" 3474518"	""	"   16538"	""
"vimss"	" 3474519"	"ethanolamine"	"   16539"	"ethanolamine"
"vimss"	" 3474521"	""	"   16550"	""
"vimss"	" 3474524"	"methionine"	"   16552"	""
"vimss"	" 3474525"	""	"   16553"	""
"vimss"	" 3474526"	""	"   16554"	""
"vimss"	" 3474527"	""	"   16555"	""
"vimss"	" 3474528"	""	"   16556"	""
"vimss"	" 3474529"	"phosphoric acid"	"   16557"	"phosphoric acid"
"vimss"	" 3474530"	"phosphoric acid"	"   16558"	"phosphoric acid"
"vimss"	" 3474531"	""	"   16559"	""
"vimss"	" 3474532"	""	"   16560"	""
"vimss"	" 3474533"	""	"   16561"	""
"vimss"	" 3474534"	"malic acid"	"   16562"	"malic acid , malic acid"
"vimss"	" 3474535"	""	"   16563"	""
"vimss"	" 3474536"	""	"   16564"	""
"vimss"	" 3474537"	""	"   16565"	""
"vimss"	" 3474538"	"adenosine-5-monophosphate"	"   16566"	"adenosine-5-monophosphate"
"vimss"	" 3474539"	""	"   16567"	""
"vimss"	" 3474540"	""	"   16568"	""
"vimss"	" 3474541"	""	"   16569"	""
"vimss"	" 3474543"	""	"   16570"	""
"vimss"	" 3474544"	"2,6-diaminopimelic acid"	"   16571"	"2,6-diaminopimelic acid"
"vimss"	" 3474545"	""	" 1936770"	""
"vimss"	" 3474546"	""	"   16572"	""
"vimss"	" 3474547"	""	"   16573"	""
"vimss"	" 3474548"	""	"   16574"	""
"vimss"	" 3474549"	"aspartic acid"	"   16575"	"aspartic acid"
"vimss"	" 3474551"	""	"   16576"	""
"vimss"	" 3474552"	""	"   16577"	""
"vimss"	" 3474553"	""	"   16578"	""
"vimss"	" 3474554"	""	"   16579"	""
"vimss"	" 3474555"	""	"   16580"	""
"vimss"	" 3474557"	""	"   16582"	""
"vimss"	" 3474559"	""	"   16584"	""
"vimss"	" 3474560"	""	"   16585"	""
"vimss"	" 3474561"	""	"   16586"	""
"vimss"	" 3474562"	""	"   16587"	""
"vimss"	" 3474563"	""	"   16588"	""
"vimss"	" 3474564"	""	"   16589"	""
"vimss"	" 3474565"	""	"   16590"	""
"vimss"	" 3474566"	""	"   16591"	""
"vimss"	" 3474567"	""	"   16592"	""
"vimss"	" 3474568"	""	"   16593"	""
"vimss"	" 3474569"	""	"   16594"	""
"vimss"	" 3474571"	""	"   16595"	""
"vimss"	" 3474572"	""	"   16596"	""
"vimss"	" 3474573"	""	"   16597"	""
"vimss"	" 3474574"	"phosphoric acid"	"   16598"	"phosphoric acid"
"vimss"	" 3474575"	""	"   16599"	""
"vimss"	" 3474576"	""	"   16600"	""
"vimss"	" 3474577"	"phosphoric acid"	"   16601"	"phosphoric acid"
"vimss"	" 3474580"	""	"   16603"	""
"vimss"	" 3474581"	""	"   16604"	""
"vimss"	" 3474582"	""	"   16605"	""
"vimss"	" 3474597"	"adenosine-5-monophosphate"	"   16606"	"adenosine-5-monophosphate , adenosine-5-monophosphate"
"vimss"	" 3474598"	""	"   16607"	""
"vimss"	" 3474599"	""	"   16608"	""
"vimss"	" 3474600"	""	"   16609"	""
"vimss"	" 3474601"	""	"   16610"	""
"vimss"	" 3474602"	""	"   16611"	""
"vimss"	" 3474603"	""	"   16612"	""
"vimss"	" 3474604"	"cysteine , adenosine-5-monophosphate"	"   16613"	"adenosine-5-monophosphate"
"vimss"	" 3474606"	""	"   16614"	""
"vimss"	" 3474607"	""	"   16615"	""
"vimss"	" 3474608"	""	"   16616"	""
"vimss"	" 3474609"	""	"   16617"	""
"vimss"	" 3474610"	"phosphoric acid"	"   16618"	"phosphoric acid"
"vimss"	" 3474611"	""	"   16619"	""
"vimss"	" 3474612"	""	"   16620"	""
"vimss"	" 3474615"	""	"   16621"	""
"vimss"	" 3474616"	"cysteine-glycine"	"   16622"	""
"vimss"	" 3474617"	""	"   16623"	""
"vimss"	" 3474618"	""	"   16624"	""
"vimss"	" 3474619"	""	"   16625"	""
"vimss"	" 3474620"	""	"   16626"	""
"vimss"	" 3474621"	""	"   16627"	""
"vimss"	" 3474622"	""	"   16628"	""
"vimss"	" 3474623"	"alanine"	" 1936785"	"alanine"
"vimss"	" 3474624"	""	"   16630"	""
"vimss"	" 3474626"	""	"   16631"	""
"vimss"	" 3474627"	"phosphoric acid"	"   16632"	"phosphoric acid"
"vimss"	" 3474628"	""	"   16633"	""
"vimss"	" 3474630"	"phosphoric acid"	"   16635"	""
"vimss"	" 3474631"	""	"   16636"	""
"vimss"	" 3474632"	""	"   16637"	""
"vimss"	" 3474633"	"phosphoric acid"	"   16638"	""
"vimss"	" 3474635"	""	"   16640"	""
"vimss"	" 3474636"	""	"   16641"	""
"vimss"	" 3474640"	""	"   16645"	""
"vimss"	" 3474641"	"phosphoric acid"	"   16646"	"phosphoric acid"
"vimss"	" 3474642"	""	"   16647"	""
"vimss"	" 3474645"	""	"   16648"	""
"vimss"	" 3474646"	""	"   16649"	""
"vimss"	" 3474647"	"glycine"	"   16650"	"glycine"
"vimss"	" 3474648"	""	"   16651"	""
"vimss"	" 3474649"	""	"   16652"	""
"vimss"	" 3474651"	""	"   16654"	""
"vimss"	" 3474652"	""	"   16655"	""
"vimss"	" 3474654"	"phosphoric acid"	" 1936794"	"phosphoric acid"
"vimss"	" 3474655"	""	"   16657"	""
"vimss"	" 3474656"	""	"   16658"	""
"vimss"	" 3474657"	""	"   16659"	""
"vimss"	" 3474658"	""	"   16660"	""
"vimss"	" 3474659"	""	"   16661"	""
"vimss"	" 3474662"	""	"   16662"	""
"vimss"	" 3474663"	"phosphoric acid"	"   16663"	"phosphoric acid"
"vimss"	" 3474664"	""	"   16664"	""
"vimss"	" 3474665"	""	"   16665"	""
"vimss"	" 3474666"	""	"   16666"	""
"vimss"	" 3474667"	""	"   16667"	""
"vimss"	" 3474668"	""	"   16668"	""
"vimss"	" 3474669"	""	"   16669"	""
"vimss"	" 3474670"	""	"   16670"	""
"vimss"	" 3474671"	""	"   16671"	""
"vimss"	" 3474672"	""	"   16672"	""
"vimss"	" 3474674"	"aspartic acid"	"   16673"	"aspartic acid"
"vimss"	" 3474675"	""	"   16674"	""
"vimss"	" 3474676"	""	"   16675"	"adenosine-5-monophosphate"
"vimss"	" 3474678"	""	"   16676"	""
"vimss"	" 3474679"	""	"   16677"	""
"vimss"	" 3474680"	""	"   16678"	""
"vimss"	" 3474681"	""	"   16679"	""
"vimss"	" 3474683"	""	"   16681"	""
"vimss"	" 3474684"	""	"   16682"	""
"vimss"	" 3474685"	""	"   16683"	""
"vimss"	" 3474686"	"serine"	"   16684"	"serine"
"vimss"	" 3474687"	""	"   16685"	""
"vimss"	" 3474694"	""	"   16687"	""
"vimss"	" 3474695"	""	"   16688"	""
"vimss"	" 3474696"	""	"   16689"	""
"vimss"	" 3474697"	""	"   16690"	""
"vimss"	" 3474698"	""	"   16692"	""
"vimss"	" 3474699"	"phenylalanine"	"   16694"	"phenylalanine"
"vimss"	" 3474700"	""	"   16695"	""
"vimss"	" 3474701"	"phosphoric acid"	"   16696"	"phosphoric acid"
"vimss"	" 3474702"	""	"   16697"	""
"vimss"	" 3474705"	""	"   16698"	""
"vimss"	" 3474706"	""	"   16699"	""
"vimss"	" 3474707"	""	"   16700"	""
"vimss"	" 3474708"	""	"   16701"	""
"vimss"	" 3474709"	""	"   16702"	""
"vimss"	" 3474710"	""	"   16703"	""
"vimss"	" 3474711"	""	"   16704"	""
"vimss"	" 3474712"	""	"   16705"	""
"vimss"	" 3474713"	""	"   16706"	""
"vimss"	" 3474714"	""	" 1936808"	""
"vimss"	" 3474715"	""	"   16708"	""
"vimss"	" 3474716"	""	"   16709"	""
"vimss"	" 3474717"	""	" 1936809"	""
"vimss"	" 3474718"	""	"   16711"	""
"vimss"	" 3474719"	""	"   16712"	""
"vimss"	" 3474720"	""	"   16713"	""
"vimss"	" 3474721"	""	"   16714"	""
"vimss"	" 3474737"	""	"   16749"	""
"vimss"	" 3474738"	""	"   16750"	""
"vimss"	" 3474739"	"succinic acid"	"   16751"	"succinic acid"
"vimss"	" 3474740"	"GABA"	"   16752"	"GABA"
"vimss"	" 3474741"	""	"   16753"	""
"vimss"	" 3474742"	""	"   16754"	""
"vimss"	" 3474743"	""	"   16755"	""
"vimss"	" 3474744"	""	"   16756"	""
"vimss"	" 3474745"	""	"   16757"	""
"vimss"	" 3474746"	""	"   16758"	""
"vimss"	" 3474747"	""	"   16759"	""
"vimss"	" 3474749"	""	"   16760"	""
"vimss"	" 3474750"	""	"   16761"	""
"vimss"	" 3474751"	""	"   16762"	""
"vimss"	" 3474752"	""	"   16763"	""
"vimss"	" 3474753"	""	"   16764"	""
"vimss"	" 3474754"	""	"   16765"	""
"vimss"	" 3474755"	""	"   16766"	""
"vimss"	" 3474756"	"phosphoric acid"	"   16767"	"phosphoric acid"
"vimss"	" 3474757"	""	"   16768"	""
"vimss"	" 3474758"	""	"   16769"	""
"vimss"	" 3474761"	""	"   16771"	""
"vimss"	" 3474762"	""	"   16772"	""
"vimss"	" 3474763"	""	"   16773"	""
"vimss"	" 3474764"	""	"   16774"	""
"vimss"	" 3474765"	""	"   16775"	""
"vimss"	" 3474766"	""	"   16776"	""
"vimss"	" 3474768"	"cysteine"	"   16777"	"cysteine"
"vimss"	" 3474769"	""	"   16778"	""
"vimss"	" 3474770"	""	"   16779"	"phosphoric acid"
"vimss"	" 3474776"	""	"   16780"	""
"vimss"	" 3474777"	"adenosine-5-monophosphate"	"   16781"	"adenosine-5-monophosphate"
"vimss"	" 3474778"	""	"   16782"	""
"vimss"	" 3474779"	""	"   16783"	""
"vimss"	" 3474780"	""	"   16784"	""
"vimss"	" 3474781"	"xylose 2"	"   16785"	"xylose 2"
"vimss"	" 3474782"	"mannose-6-phosphate NIST"	" 1936837"	"mannose-6-phosphate NIST"
"vimss"	" 3474783"	"mannose-6-phosphate NIST"	" 1936838"	"mannose-6-phosphate NIST"
"vimss"	" 3474784"	"mannose-6-phosphate NIST , glyceric acid"	"   16788"	"mannose-6-phosphate NIST"
"vimss"	" 3474785"	""	"   16789"	""
"vimss"	" 3474786"	""	"   16790"	""
"vimss"	" 3474787"	""	"   16791"	""
"vimss"	" 3474789"	""	"   16793"	""
"vimss"	" 3474790"	""	"   16794"	""
"vimss"	" 3474791"	""	"   16795"	""
"vimss"	" 3474792"	""	"   16796"	""
"vimss"	" 3474793"	""	"   16797"	""
"vimss"	" 3474794"	""	"   16798"	""
"vimss"	" 3474795"	"mannose-6-phosphate NIST"	" 1936841"	"mannose-6-phosphate NIST"
"vimss"	" 3474796"	"glucose-6-phosphate 1"	"   16800"	"glucose-6-phosphate 1"
"vimss"	" 3474797"	""	"   16801"	""
"vimss"	" 3474798"	""	"   16802"	""
"vimss"	" 3474799"	""	"   16803"	""
"vimss"	" 3474800"	""	"   16804"	""
"vimss"	" 3474801"	""	"   16805"	""
"vimss"	" 3474802"	""	"   16806"	""
"vimss"	" 3474803"	""	"   16807"	""
"vimss"	" 3474804"	""	"   16808"	""
"vimss"	" 3474805"	""	"   16809"	""
"vimss"	" 3474807"	""	"   16810"	""
"vimss"	" 3474808"	""	"   16811"	""
"vimss"	" 3474809"	""	"   16812"	""
"vimss"	" 3474810"	""	"   16813"	""
"vimss"	" 3474811"	""	"   16814"	""
"vimss"	" 3474812"	""	"   16815"	""
"vimss"	" 3474813"	""	"   16816"	""
"vimss"	" 3474815"	""	"   16817"	""
"vimss"	" 3474816"	"phosphoric acid"	"   16818"	"phosphoric acid"
"vimss"	" 3474817"	""	"   16819"	""
"vimss"	" 3474818"	"methionine"	"   16820"	""
"vimss"	" 3474819"	""	"   16821"	""
"vimss"	" 3474820"	""	"   16822"	""
"vimss"	" 3474821"	""	"   16823"	""
"vimss"	" 3474822"	""	"   16824"	""
"vimss"	" 3474823"	""	"   16825"	""
"vimss"	" 3474824"	""	"   16826"	""
"vimss"	" 3474825"	""	"   16827"	""
"vimss"	" 3474826"	"adenosine-5-monophosphate , phosphoric acid , phosphoric acid"	"   16828"	"adenosine-5-monophosphate , phosphoric acid"
"vimss"	" 3474827"	""	"   16829"	""
"vimss"	" 3474828"	""	"   16830"	""
"vimss"	" 3474829"	""	"   16831"	""
"vimss"	" 3474830"	""	"   16832"	""
"vimss"	" 3474831"	""	"   16833"	""
"vimss"	" 3474832"	""	"   16834"	""
"vimss"	" 3474833"	""	"   16835"	""
"vimss"	" 3474834"	""	"   16836"	""
"vimss"	" 3474835"	""	"   16837"	""
"vimss"	" 3474838"	""	"   16839"	""
"vimss"	" 3474839"	""	"   16840"	""
"vimss"	" 3474840"	""	"   16841"	""
"vimss"	" 3474841"	""	"   16842"	""
"vimss"	" 3474842"	""	"   16843"	""
"vimss"	" 3474843"	""	"   16844"	""
"vimss"	" 3474845"	""	"   16845"	""
"vimss"	" 3474846"	""	"   16846"	""
"vimss"	" 3474847"	""	"   16847"	""
"vimss"	" 3474848"	""	"   16848"	""
"vimss"	" 3474849"	""	"   16849"	""
"vimss"	" 3474850"	""	"   16850"	""
"vimss"	" 3474851"	""	"   16851"	""
"vimss"	" 3474852"	""	"   16852"	""
"vimss"	" 3474853"	""	"   16853"	""
"vimss"	" 3474854"	""	"   16854"	""
"vimss"	" 3474855"	""	"   16855"	""
"vimss"	" 3474856"	""	" 1936849"	""
"vimss"	" 3474857"	""	"   16858"	""
"vimss"	" 3474858"	""	"   16859"	""
"vimss"	" 3474859"	"glyceric acid"	"   16860"	""
"vimss"	" 3474862"	""	"   16861"	""
"vimss"	" 3474863"	""	" 7497361"	""
"vimss"	" 3474864"	""	"   16862"	""
"vimss"	" 3474867"	""	"   16863"	""
"vimss"	" 3474868"	"phosphoric acid"	"   16864"	"phosphoric acid"
"vimss"	" 3474869"	""	"   16865"	""
"vimss"	" 3474870"	""	"   16866"	""
"vimss"	" 3474871"	""	"   16867"	""
"vimss"	" 3474872"	"adenosine-5-monophosphate"	"   16868"	"adenosine-5-monophosphate"
"vimss"	" 3474873"	""	"   16869"	""
"vimss"	" 3474874"	""	"   16870"	""
"vimss"	" 3474875"	""	"   16871"	""
"vimss"	" 3474876"	""	"   16872"	""
"vimss"	" 3474877"	""	"   16873"	""
"vimss"	" 3474878"	""	"   16874"	""
"vimss"	" 3474879"	""	"   16875"	""
"vimss"	" 3474880"	""	"   16876"	""
"vimss"	" 3474882"	""	"   16877"	""
"vimss"	" 3474883"	""	"   16878"	""
"vimss"	" 3474884"	""	"   16879"	""
"vimss"	" 3474885"	""	"   16880"	""
"vimss"	" 3474886"	"serine , serine"	"   16881"	"serine"
"vimss"	" 3474887"	""	"   16882"	""
"vimss"	" 3474888"	""	"   16883"	""
"vimss"	" 3474889"	""	"   16884"	""
"vimss"	" 3474890"	""	"   16885"	""
"vimss"	" 3474891"	""	"   16886"	""
"vimss"	" 3474892"	""	"   16887"	""
"vimss"	" 3474893"	""	"   16888"	""
"vimss"	" 3474894"	""	"   16889"	""
"vimss"	" 3474895"	""	"   16890"	""
"vimss"	" 3474896"	""	"   16891"	""
"vimss"	" 3474897"	""	"   16892"	""
"vimss"	" 3474899"	""	"   16893"	""
"vimss"	" 3474900"	"alanine"	"   16894"	""
